Subscription Type,Monthly Revenue,Join Date,Country,Age,Gender,Device
Basic,15,2022 Oct 25,Brazil,46,Male,Smartphone
Standard,10,2022 Oct 27,Mexico,28,Male,Smartphone
Premium,11,2022 Oct 30,Spain,33,Male,Tablet
Basic,15,2022 Nov 01,Italy,45,Male,Laptop
Premium,14,2022 Nov 02,Spain,43,Male,Laptop
Basic,11,2022 Nov 04,Spain,49,Female,Smartphone
Standard,13,2022 Nov 06,United States,41,Female,Tablet
Standard,14,2022 Nov 07,Canada,39,Female,Smartphone
Basic,14,2022 Nov 06,United States,45,Female,Smartphone
Premium,15,2022 Nov 07,United States,38,Male,Tablet
Basic,15,2022 Nov 07,Canada,30,Male,Smart TV
Standard,12,2022 Nov 03,United Kingdom,27,Female,Smart TV
Premium,15,2022 Nov 03,Australia,36,Female,Smartphone
Basic,15,2022 Oct 31,Germany,36,Female,Tablet
Premium,11,2022 Oct 28,France,28,Male,Tablet
Basic,10,2022 Sep 28,Brazil,45,Female,Smartphone
Standard,15,2022 Sep 19,Mexico,41,Male,Smartphone
Standard,12,2022 Sep 16,Spain,29,Male,Smart TV
Basic,15,2022 Sep 17,Italy,35,Male,Smartphone
Premium,12,2022 Sep 17,Spain,36,Female,Smart TV
Basic,11,2022 Sep 15,Spain,41,Male,Laptop
Standard,11,2022 Sep 14,United States,46,Male,Tablet
Premium,11,2022 Sep 14,Canada,46,Female,Tablet
Basic,10,2022 Sep 13,United States,42,Male,Smartphone
Premium,13,2022 Aug 13,United States,40,Male,Tablet
Basic,14,2022 Aug 12,Canada,32,Female,Tablet
Standard,11,2022 Aug 07,United Kingdom,34,Female,Smartphone
Standard,11,2022 Aug 07,Australia,27,Female,Smart TV
Basic,11,2022 Aug 04,Germany,38,Male,Laptop
Premium,14,2022 Jul 24,France,34,Female,Laptop
Basic,13,2022 Jul 18,Brazil,28,Male,Tablet
Standard,12,2022 Jul 17,Mexico,48,Male,Smartphone
Premium,13,2022 Jul 17,Spain,42,Female,Laptop
Basic,10,2022 Jul 14,Italy,37,Female,Smart TV
Premium,11,2022 Jul 06,Spain,28,Female,Tablet
Basic,13,2022 Jul 07,Spain,43,Female,Smart TV
Standard,10,2022 Jul 07,United States,44,Female,Smart TV
Standard,12,2022 Jul 08,Canada,33,Female,Smartphone
Basic,13,2022 Jul 07,United States,36,Male,Smart TV
Premium,14,2022 Jul 08,United States,27,Male,Tablet
Basic,11,2022 Jul 09,Canada,41,Male,Tablet
Standard,14,2022 Jul 09,United Kingdom,32,Male,Smart TV
Premium,12,2022 Jul 09,Australia,36,Female,Laptop
Basic,12,2022 Jul 12,Germany,36,Female,Tablet
Premium,13,2022 Jul 15,France,36,Male,Laptop
Basic,14,2022 Jul 16,Brazil,32,Male,Smart TV
Standard,10,2022 Jul 18,Mexico,45,Female,Smartphone
Standard,11,2022 Aug 13,Spain,43,Female,Tablet
Basic,10,2022 Aug 14,Italy,35,Male,Tablet
Premium,13,2022 Aug 16,Spain,29,Female,Smart TV
Basic,14,2022 Aug 17,Spain,33,Female,Smart TV
Standard,14,2022 Aug 25,United States,49,Male,Smart TV
Premium,15,2022 Aug 28,Canada,27,Male,Tablet
Basic,14,2022 Aug 29,United States,39,Female,Smart TV
Basic,10,2022 Sep 11,United States,34,Female,Smart TV
Basic,12,2022 Sep 12,Canada,39,Male,Smartphone
Standard,11,2022 Sep 16,United Kingdom,39,Female,Laptop
Premium,15,2022 Sep 17,Australia,39,Female,Smart TV
Basic,10,2022 Sep 21,Germany,40,Female,Laptop
Basic,15,2022 Sep 23,France,40,Male,Tablet
Premium,14,2022 Sep 27,Brazil,31,Male,Smartphone
Standard,12,2022 Oct 09,Mexico,47,Male,Smartphone
Standard,11,2022 Oct 10,Spain,43,Male,Laptop
Basic,13,2022 Oct 11,Italy,34,Male,Smartphone
Premium,12,2022 Oct 12,Spain,30,Female,Tablet
Standard,15,2022 Oct 13,Spain,33,Female,Smartphone
Basic,12,2022 Oct 19,United States,29,Male,Tablet
Standard,14,2022 Oct 21,Canada,35,Female,Smartphone
Premium,13,2022 Oct 23,United States,41,Female,Laptop
Basic,14,2022 Oct 24,United States,34,Female,Smartphone
Premium,12,2022 Oct 26,Canada,28,Female,Tablet
Standard,15,2022 Oct 27,United Kingdom,31,Male,Smart TV
Basic,15,2022 Nov 01,Australia,29,Male,Smart TV
Standard,12,2022 Nov 02,Germany,44,Female,Tablet
Premium,10,2022 Nov 04,France,44,Female,Tablet
Basic,13,2022 Nov 05,Brazil,29,Male,Laptop
Standard,12,2022 Nov 06,Mexico,32,Female,Tablet
Premium,11,2022 Nov 07,Spain,31,Male,Smartphone
Basic,14,2022 Nov 08,Italy,27,Male,Laptop
Premium,13,2022 Nov 08,Spain,43,Female,Laptop
Basic,14,2022 Nov 09,Spain,48,Male,Tablet
Standard,15,2022 Nov 09,United States,37,Female,Tablet
Standard,11,2022 Nov 05,Canada,42,Male,Smartphone
Basic,11,2022 Nov 04,United States,40,Male,Tablet
Premium,13,2022 Oct 19,United States,37,Female,Tablet
Basic,12,2022 Oct 12,Canada,31,Male,Smartphone
Standard,11,2022 Oct 03,United Kingdom,30,Male,Smart TV
Premium,15,2022 Sep 28,Australia,51,Female,Smartphone
Basic,15,2022 Sep 17,Germany,42,Female,Laptop
Premium,13,2022 Sep 16,France,37,Female,Smartphone
Basic,14,2022 Sep 15,Brazil,44,Female,Smartphone
Standard,11,2022 Sep 14,Mexico,37,Male,Tablet
Standard,11,2022 Sep 15,Spain,44,Male,Smartphone
Basic,11,2022 Sep 06,Italy,40,Male,Tablet
Premium,15,2022 Aug 28,Spain,27,Male,Smart TV
Basic,12,2022 Aug 07,Spain,31,Male,Smart TV
Standard,15,2022 Aug 07,United States,39,Female,Smartphone
Premium,12,2022 Aug 06,Canada,47,Female,Tablet
Basic,15,2022 Jul 30,United States,30,Male,Smart TV
Premium,12,2022 Jul 30,United States,35,Male,Laptop
Basic,14,2022 Jul 30,Canada,39,Male,Smartphone
Standard,15,2022 Jul 19,United Kingdom,29,Female,Tablet
Standard,11,2022 Jul 17,Australia,28,Male,Laptop
Basic,11,2022 Jul 12,Germany,39,Male,Tablet
Premium,10,2022 Jul 11,France,34,Male,Smart TV
Basic,14,2022 Jul 10,Brazil,47,Male,Smart TV
Standard,14,2022 Jul 10,Mexico,47,Female,Smart TV
Premium,13,2022 Jul 08,Spain,46,Male,Smart TV
Basic,12,2022 Jul 09,Italy,31,Male,Smart TV
Premium,10,2022 Jul 09,Spain,41,Female,Smart TV
Basic,10,2022 Jul 09,Spain,30,Female,Smartphone
Standard,11,2022 Jul 10,United States,41,Male,Tablet
Standard,12,2022 Jul 12,Canada,48,Female,Laptop
Basic,10,2022 Jul 13,United States,35,Female,Laptop
Premium,13,2022 Jul 16,United States,41,Female,Laptop
Basic,10,2022 Jul 17,Canada,39,Female,Smart TV
Standard,10,2022 Jul 26,United Kingdom,45,Male,Laptop
Premium,10,2022 Jul 31,Australia,41,Male,Laptop
Basic,13,2022 Aug 03,Germany,28,Male,Laptop
Premium,10,2022 Aug 15,France,28,Female,Tablet
Basic,15,2022 Aug 18,Brazil,48,Male,Smart TV
Standard,10,2022 Aug 27,Mexico,40,Female,Smart TV
Standard,12,2022 Aug 29,Spain,39,Male,Smart TV
Basic,12,2022 Sep 05,Italy,27,Male,Smartphone
Premium,10,2022 Sep 06,Spain,32,Female,Smart TV
Basic,10,2022 Sep 14,Spain,38,Male,Laptop
Standard,10,2022 Sep 16,United States,41,Female,Laptop
Premium,10,2022 Sep 18,Canada,32,Female,Laptop
Basic,12,2022 Sep 23,United States,37,Male,Tablet
Basic,12,2022 Sep 25,United States,50,Female,Laptop
Basic,10,2022 Oct 06,Canada,48,Female,Laptop
Standard,11,2022 Oct 09,United Kingdom,37,Male,Tablet
Premium,13,2022 Oct 11,Australia,46,Female,Laptop
Basic,13,2022 Oct 12,Germany,46,Male,Laptop
Basic,15,2022 Oct 13,France,39,Male,Smart TV
Premium,13,2022 Oct 17,Brazil,42,Female,Smart TV
Standard,11,2022 Oct 19,Mexico,41,Female,Smartphone
Standard,10,2022 Oct 21,Spain,28,Male,Smart TV
Basic,14,2022 Oct 23,Italy,43,Male,Tablet
Premium,14,2022 Oct 25,Spain,45,Female,Smart TV
Standard,10,2022 Oct 27,Spain,45,Male,Smart TV
Basic,13,2022 Oct 31,United States,48,Male,Smartphone
Standard,12,2022 Nov 02,Canada,30,Male,Laptop
Premium,11,2022 Nov 04,United States,51,Female,Smart TV
Basic,12,2022 Nov 05,United States,48,Female,Smartphone
Premium,13,2022 Nov 06,Canada,41,Female,Smart TV
Standard,11,2022 Nov 07,United Kingdom,37,Female,Smartphone
Basic,11,2022 Nov 08,Australia,43,Male,Laptop
Standard,15,2022 Nov 08,Germany,51,Male,Laptop
Premium,10,2022 Nov 09,France,34,Female,Smartphone
Basic,10,2022 Nov 09,Brazil,35,Female,Smartphone
Standard,12,2022 Nov 05,Mexico,45,Female,Smart TV
Premium,12,2022 Nov 05,Spain,31,Male,Smart TV
Basic,15,2022 Nov 02,Italy,50,Female,Laptop
Premium,12,2022 Oct 30,Spain,41,Male,Smartphone
Basic,11,2022 Oct 30,Spain,42,Female,Laptop
Standard,11,2022 Oct 24,United States,41,Male,Tablet
Standard,14,2022 Oct 08,Canada,34,Male,Tablet
Basic,13,2022 Oct 04,United States,35,Female,Smartphone
Premium,10,2022 Sep 28,United States,48,Male,Smartphone
Basic,11,2022 Sep 22,Canada,39,Female,Smart TV
Standard,14,2022 Sep 19,United Kingdom,37,Female,Laptop
Premium,10,2022 Sep 13,Australia,31,Male,Tablet
Basic,14,2022 Sep 05,Germany,29,Female,Laptop
Premium,10,2022 Aug 20,France,36,Male,Tablet
Basic,10,2022 Aug 10,Brazil,32,Male,Smartphone
Standard,10,2022 Aug 10,Mexico,31,Female,Smartphone
Standard,14,2022 Aug 06,Spain,31,Male,Laptop
Basic,12,2022 Aug 03,Italy,29,Male,Smart TV
Premium,10,2022 Aug 01,Spain,48,Male,Smart TV
Basic,14,2022 Jul 28,Spain,46,Male,Tablet
Standard,15,2022 Jul 22,United States,35,Female,Smartphone
Premium,11,2022 Jul 22,Canada,37,Female,Tablet
Basic,12,2022 Jul 20,United States,45,Female,Tablet
Premium,15,2022 Jul 12,United States,48,Female,Laptop
Basic,10,2022 Jul 12,Canada,44,Female,Laptop
Standard,14,2022 Jul 10,United Kingdom,47,Female,Laptop
Standard,12,2022 Jul 11,Australia,35,Male,Smart TV
Basic,10,2022 Jul 11,Germany,35,Female,Smartphone
Premium,11,2022 Jul 09,France,35,Male,Smartphone
Basic,15,2022 Jul 10,Brazil,49,Female,Laptop
Standard,11,2022 Jul 12,Mexico,50,Female,Tablet
Premium,14,2022 Jul 13,Spain,44,Male,Smartphone
Basic,14,2022 Jul 15,Italy,47,Female,Tablet
Premium,15,2022 Jul 16,Spain,46,Female,Laptop
Basic,11,2022 Jul 19,Spain,39,Female,Laptop
Standard,15,2022 Jul 23,United States,34,Male,Laptop
Standard,10,2022 Jul 28,Canada,31,Female,Smart TV
Basic,10,2022 Aug 14,United States,46,Female,Laptop
Premium,15,2022 Aug 18,United States,30,Male,Smart TV
Basic,12,2022 Aug 23,Canada,29,Male,Tablet
Standard,12,2022 Aug 27,United Kingdom,42,Male,Tablet
Premium,13,2022 Sep 01,Australia,27,Female,Smartphone
Basic,15,2022 Sep 02,Germany,33,Male,Laptop
Premium,13,2022 Sep 04,France,45,Female,Smart TV
Basic,13,2022 Sep 11,Brazil,50,Male,Tablet
Standard,10,2022 Sep 16,Mexico,42,Female,Tablet
Standard,10,2022 Sep 19,Spain,29,Male,Tablet
Basic,12,2022 Sep 20,Italy,31,Female,Tablet
Premium,13,2022 Oct 05,Spain,42,Female,Smartphone
Basic,10,2022 Oct 07,Spain,44,Female,Laptop
Standard,10,2022 Oct 10,United States,34,Male,Smart TV
Premium,13,2022 Oct 12,Canada,40,Female,Smart TV
Basic,10,2022 Oct 13,United States,38,Male,Smart TV
Basic,15,2022 Oct 15,United States,42,Female,Tablet
Basic,10,2022 Oct 17,Canada,47,Male,Tablet
Standard,15,2022 Oct 18,United Kingdom,29,Female,Tablet
Premium,11,2022 Oct 20,Australia,29,Male,Laptop
Basic,14,2022 Oct 22,Germany,44,Female,Smart TV
Basic,12,2022 Oct 25,France,31,Male,Tablet
Premium,14,2022 Oct 27,Brazil,48,Female,Smartphone
Standard,14,2022 Nov 01,Mexico,32,Female,Laptop
Standard,13,2022 Nov 02,Spain,28,Female,Tablet
Basic,11,2022 Nov 04,Italy,36,Female,Smartphone
Premium,10,2022 Nov 06,Spain,28,Female,Smartphone
Standard,14,2022 Nov 07,Spain,32,Female,Smart TV
Basic,15,2022 Nov 08,United States,50,Female,Smartphone
Standard,12,2022 Nov 09,Canada,44,Male,Tablet
Premium,14,2022 Nov 10,United States,44,Female,Smartphone
Basic,14,2022 Nov 09,United States,47,Male,Laptop
Premium,15,2022 Nov 09,Canada,39,Female,Smart TV
Standard,11,2022 Nov 07,United Kingdom,44,Female,Tablet
Basic,12,2022 Nov 03,Australia,46,Female,Tablet
Standard,10,2022 Nov 04,Germany,31,Female,Laptop
Premium,12,2022 Nov 01,France,33,Female,Tablet
Basic,13,2022 Oct 27,Brazil,27,Male,Laptop
Standard,10,2022 Oct 23,Mexico,34,Male,Smart TV
Premium,14,2022 Oct 14,Spain,48,Male,Laptop
Basic,14,2022 Sep 28,Italy,39,Female,Smart TV
Premium,14,2022 Sep 25,Spain,39,Male,Laptop
Basic,11,2022 Sep 23,Spain,48,Female,Smart TV
Standard,12,2022 Sep 23,United States,37,Female,Tablet
Standard,14,2022 Sep 14,Canada,40,Male,Laptop
Basic,14,2022 Sep 05,United States,41,Female,Smartphone
Premium,12,2022 Aug 13,United States,35,Female,Smartphone
Basic,15,2022 Aug 12,Canada,46,Male,Smartphone
Standard,10,2022 Aug 10,United Kingdom,28,Female,Tablet
Premium,14,2022 Aug 05,Australia,29,Female,Laptop
Basic,10,2022 Aug 04,Germany,46,Female,Tablet
Premium,11,2022 Jul 28,France,35,Male,Laptop
Basic,12,2022 Jul 24,Brazil,27,Male,Smart TV
Standard,11,2022 Jul 22,Mexico,38,Male,Laptop
Standard,13,2022 Jul 22,Spain,43,Male,Smart TV
Basic,15,2022 Jul 19,Italy,31,Female,Smartphone
Premium,13,2022 Jul 17,Spain,29,Female,Tablet
Basic,10,2022 Jul 16,Spain,34,Female,Tablet
Standard,11,2022 Jul 12,United States,39,Male,Smartphone
Premium,14,2022 Jul 12,Canada,34,Female,Smartphone
Basic,14,2022 Jul 13,United States,51,Male,Tablet
Premium,14,2022 Jul 13,United States,47,Female,Tablet
Basic,12,2022 Jul 13,Canada,46,Male,Smartphone
Standard,12,2022 Jul 14,United Kingdom,46,Female,Smartphone
Standard,14,2022 Jul 15,Australia,47,Female,Smartphone
Basic,14,2022 Jul 16,Germany,40,Female,Smart TV
Premium,12,2022 Jul 18,France,41,Female,Tablet
Basic,12,2022 Jul 23,Brazil,30,Female,Smartphone
Standard,12,2022 Jul 25,Mexico,31,Female,Tablet
Premium,14,2022 Jul 30,Spain,42,Male,Smart TV
Basic,12,2022 Aug 06,Italy,46,Female,Tablet
Premium,13,2022 Aug 14,Spain,34,Female,Smart TV
Basic,14,2022 Aug 23,Spain,42,Male,Laptop
Standard,13,2022 Aug 27,United States,45,Male,Tablet
Standard,12,2022 Aug 29,Canada,30,Male,Smart TV
Basic,12,2022 Sep 01,United States,44,Male,Smartphone
Premium,10,2022 Sep 07,United States,37,Male,Smart TV
Basic,10,2022 Sep 13,Canada,43,Male,Smart TV
Standard,12,2022 Sep 14,United Kingdom,46,Male,Smartphone
Premium,11,2022 Sep 17,Australia,40,Female,Tablet
Basic,11,2022 Sep 23,Germany,45,Female,Smartphone
Premium,10,2022 Sep 27,France,48,Female,Smartphone
Basic,10,2022 Oct 03,Brazil,43,Female,Tablet
Standard,13,2022 Oct 10,Mexico,48,Male,Smart TV
Standard,10,2022 Oct 12,Spain,32,Female,Smartphone
Basic,12,2022 Oct 14,Italy,38,Male,Laptop
Premium,13,2022 Oct 16,Spain,50,Male,Smartphone
Basic,11,2022 Oct 18,Spain,33,Female,Laptop
Standard,14,2022 Oct 20,United States,27,Male,Smart TV
Premium,12,2022 Oct 22,Canada,47,Male,Tablet
Basic,12,2022 Oct 25,United States,35,Female,Smart TV
Basic,12,2022 Oct 26,United States,41,Male,Tablet
Basic,14,2022 Oct 29,Canada,39,Female,Smart TV
Standard,13,2022 Oct 31,United Kingdom,46,Female,Smartphone
Premium,14,2022 Nov 04,Australia,33,Female,Smartphone
Basic,11,2022 Nov 06,Germany,30,Male,Laptop
Basic,13,2022 Nov 07,France,46,Male,Tablet
Premium,15,2022 Nov 08,Brazil,42,Female,Tablet
Standard,11,2022 Nov 09,Mexico,28,Female,Tablet
Standard,10,2022 Nov 10,Spain,40,Male,Smart TV
Basic,14,2022 Nov 10,Italy,31,Female,Smart TV
Premium,13,2022 Nov 10,Spain,27,Male,Laptop
Standard,14,2022 Nov 09,Spain,45,Female,Tablet
Basic,10,2022 Nov 09,United States,49,Female,Smart TV
Standard,12,2022 Nov 06,Canada,28,Male,Tablet
Premium,14,2022 Nov 03,United States,33,Male,Smart TV
Basic,15,2022 Oct 27,United States,38,Male,Smart TV
Premium,15,2022 Oct 28,Canada,44,Male,Tablet
Standard,15,2022 Oct 18,United Kingdom,34,Female,Laptop
Basic,15,2022 Oct 04,Australia,35,Male,Laptop
Standard,10,2022 Sep 29,Germany,47,Male,Tablet
Premium,12,2022 Sep 29,France,30,Male,Smartphone
Basic,12,2022 Sep 23,Brazil,50,Female,Smart TV
Standard,12,2022 Sep 17,Mexico,32,Male,Laptop
Premium,14,2022 Sep 12,Spain,36,Female,Smart TV
Basic,14,2022 Aug 16,Italy,40,Female,Smart TV
Premium,15,2022 Aug 16,Spain,39,Male,Smartphone
Basic,11,2022 Aug 13,Spain,28,Male,Smartphone
Standard,12,2022 Aug 12,United States,29,Female,Smart TV
Standard,14,2022 Aug 13,Canada,49,Male,Tablet
Basic,14,2022 Jul 30,United States,40,Male,Laptop
Premium,12,2022 Jul 25,United States,29,Male,Laptop
Basic,14,2022 Jul 25,Canada,35,Female,Tablet
Standard,14,2022 Jul 26,United Kingdom,44,Male,Smartphone
Premium,11,2022 Jul 25,Australia,39,Male,Smart TV
Basic,12,2022 Jul 23,Germany,27,Male,Smart TV
Premium,11,2022 Jul 18,France,31,Male,Smart TV
Basic,13,2022 Jul 13,Brazil,39,Female,Laptop
Standard,13,2022 Jul 13,Mexico,44,Male,Laptop
Standard,10,2022 Jul 13,Spain,48,Female,Tablet
Basic,11,2022 Jul 13,Italy,27,Male,Smartphone
Premium,13,2022 Jul 13,Spain,27,Male,Laptop
Basic,14,2022 Jul 14,Spain,41,Male,Smart TV
Standard,15,2022 Jul 15,United States,44,Female,Tablet
Premium,12,2022 Jul 16,Canada,29,Female,Tablet
Basic,13,2022 Jul 18,United States,42,Female,Smartphone
Premium,15,2022 Jul 21,United States,45,Female,Smart TV
Basic,11,2022 Jul 24,Canada,39,Female,Tablet
Standard,15,2022 Jul 29,United Kingdom,41,Female,Tablet
Standard,10,2022 Aug 06,Australia,41,Female,Laptop
Basic,15,2022 Aug 11,Germany,41,Male,Smartphone
Premium,14,2022 Aug 16,France,47,Female,Smart TV
Basic,10,2022 Aug 21,Brazil,49,Female,Smartphone
Standard,12,2022 Aug 22,Mexico,29,Male,Laptop
Premium,10,2022 Aug 24,Spain,33,Male,Tablet
Basic,13,2022 Sep 02,Italy,45,Female,Smart TV
Premium,13,2022 Sep 06,Spain,41,Female,Laptop
Basic,11,2022 Sep 11,Spain,31,Male,Laptop
Standard,15,2022 Sep 16,United States,51,Male,Tablet
Standard,11,2022 Sep 22,Canada,43,Female,Smartphone
Basic,12,2022 Sep 26,United States,33,Female,Laptop
Premium,10,2022 Oct 02,United States,47,Female,Smartphone
Basic,13,2022 Oct 04,Canada,40,Female,Laptop
Standard,14,2022 Oct 09,United Kingdom,34,Female,Smartphone
Premium,15,2022 Oct 11,Australia,40,Male,Tablet
Basic,15,2022 Oct 15,Germany,38,Male,Laptop
Premium,11,2022 Oct 16,France,47,Male,Smart TV
Basic,13,2022 Oct 18,Brazil,29,Male,Smart TV
Standard,14,2022 Oct 21,Mexico,49,Female,Smartphone
Standard,12,2022 Oct 22,Spain,40,Male,Smart TV
Basic,12,2022 Oct 25,Italy,51,Female,Laptop
Premium,11,2022 Oct 29,Spain,51,Female,Tablet
Basic,12,2022 Oct 30,Spain,50,Female,Smart TV
Standard,10,2022 Nov 04,United States,47,Female,Laptop
Premium,10,2022 Nov 05,Canada,40,Male,Smart TV
Basic,15,2022 Nov 07,United States,35,Female,Smart TV
Basic,15,2022 Nov 08,United States,37,Female,Smart TV
Basic,15,2022 Nov 09,Canada,30,Male,Tablet
Standard,15,2022 Nov 10,United Kingdom,47,Female,Tablet
Premium,12,2022 Nov 11,Australia,35,Male,Smartphone
Basic,14,2022 Nov 10,Germany,33,Male,Tablet
Basic,13,2022 Nov 10,France,51,Female,Laptop
Premium,12,2022 Nov 11,Brazil,31,Female,Tablet
Standard,10,2022 Nov 07,Mexico,48,Female,Laptop
Standard,11,2022 Nov 04,Spain,40,Male,Laptop
Basic,15,2022 Oct 31,Italy,41,Female,Laptop
Premium,15,2022 Oct 29,Spain,41,Male,Laptop
Standard,12,2022 Oct 20,Spain,28,Female,Laptop
Basic,13,2022 Oct 14,United States,45,Female,Laptop
Standard,11,2022 Oct 12,Canada,32,Female,Laptop
Premium,10,2022 Oct 01,United States,31,Male,Tablet
Basic,10,2022 Sep 25,United States,40,Female,Tablet
Premium,10,2022 Sep 23,Canada,40,Female,Smartphone
Standard,14,2022 Sep 19,United Kingdom,50,Male,Tablet
Basic,12,2022 Sep 02,Australia,41,Male,Smartphone
Standard,10,2022 Aug 30,Germany,43,Male,Tablet
Premium,15,2022 Aug 16,France,43,Male,Tablet
Basic,11,2022 Aug 15,Brazil,36,Female,Smartphone
Standard,15,2022 Aug 16,Mexico,48,Male,Smart TV
Premium,15,2022 Aug 01,Spain,33,Female,Smartphone
Basic,14,2022 Jul 27,Italy,30,Female,Smart TV
Premium,14,2022 Jul 26,Spain,37,Female,Laptop
Basic,13,2022 Jul 26,Spain,49,Male,Smart TV
Standard,15,2022 Jul 27,United States,47,Female,Smartphone
Standard,10,2022 Jul 26,Canada,45,Female,Tablet
Basic,11,2022 Jul 23,United States,50,Male,Smart TV
Premium,12,2022 Jul 20,United States,36,Male,Smartphone
Basic,14,2022 Jul 14,Canada,37,Male,Smart TV
Standard,15,2022 Jul 14,United Kingdom,38,Female,Tablet
Premium,10,2022 Jul 14,Australia,40,Male,Smart TV
Basic,13,2022 Jul 13,Germany,38,Female,Smart TV
Premium,14,2022 Jul 14,France,46,Female,Tablet
Basic,10,2022 Jul 15,Brazil,40,Female,Smartphone
Standard,13,2022 Jul 16,Mexico,34,Male,Smart TV
Standard,12,2022 Jul 18,Spain,39,Female,Smartphone
Basic,13,2022 Jul 19,Italy,47,Male,Smartphone
Premium,15,2022 Jul 22,Spain,41,Male,Laptop
Basic,12,2022 Jul 27,Spain,47,Female,Tablet
Standard,13,2022 Aug 02,United States,50,Male,Smartphone
Premium,10,2022 Aug 10,Canada,31,Male,Tablet
Basic,13,2022 Aug 15,United States,41,Male,Smartphone
Premium,11,2022 Aug 18,United States,31,Female,Laptop
Basic,12,2022 Aug 20,Canada,41,Female,Smart TV
Standard,12,2022 Aug 23,United Kingdom,28,Male,Tablet
Standard,14,2022 Aug 24,Australia,40,Female,Smartphone
Basic,11,2022 Aug 30,Germany,34,Female,Smart TV
Premium,10,2022 Sep 06,France,37,Male,Smartphone
Basic,13,2022 Sep 13,Brazil,30,Female,Laptop
Standard,12,2022 Sep 18,Mexico,32,Male,Tablet
Premium,14,2022 Sep 22,Spain,41,Male,Smartphone
Basic,13,2022 Sep 28,Italy,42,Female,Tablet
Premium,13,2022 Oct 03,Spain,40,Male,Laptop
Basic,11,2022 Oct 05,Spain,30,Female,Smartphone
Standard,14,2022 Oct 09,United States,43,Male,Laptop
Standard,14,2022 Oct 15,Canada,31,Female,Tablet
Basic,15,2022 Oct 16,United States,45,Male,Smartphone
Premium,10,2022 Oct 18,United States,33,Male,Smart TV
Basic,14,2022 Oct 19,Canada,41,Male,Smartphone
Standard,11,2022 Oct 22,United Kingdom,37,Male,Smart TV
Premium,12,2022 Oct 23,Australia,40,Female,Smartphone
Basic,10,2022 Oct 29,Germany,36,Male,Tablet
Premium,14,2022 Oct 30,France,28,Male,Smart TV
Basic,12,2022 Nov 03,Brazil,38,Male,Smartphone
Standard,11,2022 Nov 04,Mexico,36,Female,Tablet
Standard,12,2022 Nov 05,Spain,47,Female,Smart TV
Basic,12,2022 Nov 07,Italy,35,Female,Laptop
Premium,14,2022 Nov 09,Spain,29,Female,Tablet
Basic,14,2022 Nov 10,Spain,49,Female,Smart TV
Standard,11,2022 Nov 11,United States,34,Male,Smart TV
Premium,13,2022 Nov 11,Canada,37,Male,Smart TV
Basic,14,2022 Nov 10,United States,50,Male,Smart TV
Basic,12,2022 Nov 11,United States,38,Male,Smart TV
Basic,15,2022 Nov 12,Canada,37,Female,Smart TV
Standard,12,2022 Nov 07,United Kingdom,34,Male,Laptop
Premium,13,2022 Nov 04,Australia,30,Male,Smart TV
Basic,13,2022 Nov 03,Germany,35,Male,Laptop
Basic,12,2022 Nov 01,France,39,Male,Tablet
Premium,10,2022 Oct 29,Brazil,47,Female,Tablet
Standard,13,2022 Oct 26,Mexico,40,Female,Laptop
Standard,12,2022 Oct 25,Spain,33,Male,Smart TV
Basic,12,2022 Oct 22,Italy,32,Female,Smartphone
Premium,13,2022 Oct 16,Spain,32,Male,Smart TV
Standard,10,2022 Oct 15,Spain,30,Female,Smart TV
Basic,12,2022 Sep 19,United States,49,Male,Tablet
Standard,13,2022 Sep 16,Canada,39,Female,Smartphone
Premium,15,2022 Sep 08,United States,45,Male,Laptop
Basic,14,2022 Aug 21,United States,43,Male,Smartphone
Premium,10,2022 Aug 20,Canada,41,Male,Smartphone
Standard,10,2022 Aug 10,United Kingdom,38,Female,Tablet
Basic,13,2022 Jul 31,Australia,34,Female,Smartphone
Standard,15,2022 Jul 30,Germany,38,Male,Laptop
Premium,11,2022 Jul 31,France,48,Male,Tablet
Basic,11,2022 Jul 30,Brazil,38,Female,Smart TV
Standard,10,2022 Jul 30,Mexico,34,Female,Laptop
Premium,10,2022 Jul 27,Spain,44,Female,Tablet
Basic,11,2022 Jul 21,Italy,39,Male,Smartphone
Premium,10,2022 Jul 20,Spain,43,Female,Smartphone
Basic,13,2022 Jul 16,Spain,49,Female,Smart TV
Standard,10,2022 Jul 16,United States,48,Female,Smart TV
Standard,11,2022 Jul 14,Canada,47,Female,Tablet
Basic,12,2022 Jul 14,United States,27,Female,Laptop
Premium,14,2022 Jul 15,United States,40,Female,Smartphone
Basic,11,2022 Jul 16,Canada,43,Female,Smart TV
Standard,15,2022 Jul 18,United Kingdom,30,Female,Laptop
Premium,13,2022 Jul 19,Australia,43,Female,Smart TV
Basic,13,2022 Jul 22,Germany,49,Male,Laptop
Premium,13,2022 Jul 25,France,47,Male,Smartphone
Basic,13,2022 Jul 26,Brazil,33,Male,Smartphone
Standard,15,2022 Aug 04,Mexico,48,Female,Smartphone
Standard,13,2022 Aug 12,Spain,31,Male,Laptop
Basic,13,2022 Aug 14,Italy,30,Male,Tablet
Premium,14,2022 Aug 16,Spain,34,Female,Smartphone
Basic,12,2022 Aug 17,Spain,37,Male,Smartphone
Standard,11,2022 Aug 22,United States,44,Female,Smart TV
Premium,13,2022 Aug 26,Canada,28,Female,Smart TV
